Geo Point,NOMBDEP,NOMBPROV,NOMBDIST,CAPITAL,POBLACION
-6.45683607426|-79.3759848363,CAJAMARCA,CHOTA,TOCMOCHE,TOCMOCHE,849
-5.30755234438|-78.8824544595,CAJAMARCA,SAN IGNACIO,CHIRINOS,CHIRINOS,15732
-5.38963562124|-78.9734843094,CAJAMARCA,SAN IGNACIO,LA COIPA,LA COIPA,21183
-5.10728307114|-79.180983437,CAJAMARCA,SAN IGNACIO,NAMBALLE,NAMBALLE,10282
-5.5646739795|-78.7426261245,CAJAMARCA,JAEN,BELLAVISTA,BELLAVISTA,16287
-5.77018429266|-78.852553109,CAJAMARCA,JAEN,JAEN,JAEN,104036
-5.60492696904|-78.9058564487,CAJAMARCA,JAEN,HUABAL,HUABAL,8927
-5.98798890737|-78.692424665,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,LA SACILIA,1121
-3.55366064722|-80.4161727295,TUMBES,TUMBES,TUMBES,TUMBES,115048
-3.90593811565|-80.5109128934,TUMBES,TUMBES,SAN JACINTO,SAN JACINTO,9368
-3.81638439307|-80.7043190415,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,ZORRITOS,13653
-3.49151620454|-80.2424451452,TUMBES,ZARUMILLA,AGUAS VERDES,AGUAS VERDES,19169
-3.57206508895|-80.2887578092,TUMBES,ZARUMILLA,PAPAYAL,PAPAYAL,6903
-6.82830310912|-78.3256281293,CAJAMARCA,CELENDIN,HUASMIN,HUASMIN,11429
-6.75273467315|-78.6002541397,CAJAMARCA,HUALGAYOC,HUALGAYOC,HUALGAYOC,16596
-6.65103216318|-78.2653359849,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,CHALAN,4167
-6.70880308546|-78.2860853237,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LA LIBERTAD DE PALLAN,7126
-6.44369579651|-78.9704036419,CAJAMARCA,CHOTA,HUAMBOS,HUAMBOS,8684
-6.39835087767|-78.5557095355,CAJAMARCA,CHOTA,TACABAMBA,TACABAMBA,17131
-6.51761020088|-78.4952396402,CAJAMARCA,CHOTA,CHALAMARCA,CHALAMARCA,9882
-6.78816631091|-78.8335499813,CAJAMARCA,SAN MIGUEL,TONGOD,TONGOD,2820
-6.74935948216|-79.0769035273,CAJAMARCA,SANTA CRUZ,CATACHE,CATACHE,9893
-6.55596131696|-78.8779382644,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,CHANCAYBAÑOS,3524
-6.74656574241|-78.9211597453,CAJAMARCA,SANTA CRUZ,PULAN,PULAN,4010
-6.68286029989|-78.9084687402,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,SAUCEPAMPA,1460
-12.0780894556|-77.0482420569,LIMA,LIMA,JESUS MARIA,JESUS MARIA,85499
-12.0857698775|-77.0356913423,LIMA,LIMA,LINCE,LINCE,63861
-12.0750804611|-77.0657891347,LIMA,LIMA,PUEBLO LIBRE,PUEBLO LIBRE,97427
-11.9459474278|-76.9714642367,LIMA,LIMA,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,1150470
-12.0723184628|-77.0173714881,LIMA,LIMA,LA VICTORIA,LA VICTORIA,200770
-11.8543385226|-77.1205559213,CALLAO,CALLAO,MI PERU,MI PERU,50317
-6.93489422614|-77.8950705087,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,CHUQUIBAMBA,1998
-10.0403840107|-76.2812483543,HUANUCO,HUANUCO,PILLCO MARCA,CAYHUAYNA,45439
-9.81053307867|-76.8436912232,HUANUCO,DOS DE MAYO,RIPAN,RIPAN,5568
-9.75051594502|-76.8097734319,HUANUCO,DOS DE MAYO,SHUNQUI,SHUNQUI,1707
-9.86463188694|-76.6493218971,HUANUCO,YAROWILCA,CAHUAC,CAHUAC,1172
-9.71624268525|-76.5768698941,HUANUCO,YAROWILCA,APARICIO POMARES,CHUPAN,4974
-9.87516885426|-76.5090843395,HUANUCO,YAROWILCA,JACAS CHICO,SAN CRISTOBAL DE JACAS CHICO,1109
-9.9118168783|-76.571825398,HUANUCO,YAROWILCA,CHORAS,CHORAS,2074
-9.61537286082|-76.1107589102,HUANUCO,HUANUCO,CHINCHAO,ACOMAYO,13363
-9.57602463962|-76.6872730205,HUANUCO,DOS DE MAYO,QUIVILLA,QUIVILLA,1227
-10.2443982998|-76.4643578149,HUANUCO,AMBO,COLPAS,COLPAS,1766
-10.1953034764|-76.2696043374,HUANUCO,AMBO,HUACAR,HUACAR,7884
-9.8269289773|-76.6813197556,HUANUCO,YAROWILCA,OBAS,OBAS,4017
-10.218531594|-76.7555787765,HUANUCO,LAURICOCHA,JESUS,JESUS,4304
-10.0354743777|-76.6563208997,HUANUCO,LAURICOCHA,JIVIA,JIVIA,1012
-9.28893344327|-74.9668405448,HUANUCO,PUERTO INCA,PUERTO INCA,PUERTO INCA,10414
-9.39440038201|-76.0310356204,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,LAS PALMAS,10863
-8.9144071483|-77.0007544269,HUANUCO,HUACAYBAMBA,PINRA,PINRA,6672
-8.93244828065|-76.1778384641,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,AUCAYACU,23329
-7.30260249309|-75.7697097135,LORETO,UCAYALI,PAMPA HERMOSA,PAMPA HERMOSA,6591
-7.82211056329|-76.2741226192,SAN MARTIN,BELLAVISTA,ALTO BIAVO,CUZCO,9058
-13.6115546129|-73.7478503052,APURIMAC,CHINCHEROS,COCHARCAS,COCHARCAS,1812
-13.6358417479|-72.8716118414,APURIMAC,ABANCAY,ABANCAY,ABANCAY,73742
-13.8606811013|-72.019423991,CUSCO,PARURO,CCAPI,CCAPI,3318
-13.6988093806|-72.079212895,CUSCO,PARURO,HUANOQUITE,HUANOQUITE,5312
-14.139709931|-71.7863405438,CUSCO,PARURO,OMACHA,OMACHA,6142
-14.3338730467|-71.6463321565,CUSCO,CHUMBIVILCAS,LIVITACA,LIVITACA,12931
-13.6878742407|-71.5991388851,CUSCO,QUISPICANCHI,URCOS,URCOS,12098
-13.6657692505|-71.700323991,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,ANDAHUAYLILLAS,6710
-13.8931513123|-71.6724775444,CUSCO,ACOMAYO,ACOMAYO,ACOMAYO,4888
-13.787630277|-71.7654018293,CUSCO,ACOMAYO,RONDOCAN,RONDOCAN,2120
-13.953936742|-71.5707662654,CUSCO,ACOMAYO,SANGARARA,SANGARARA,3544
-13.9392971423|-71.7302437007,CUSCO,ACOMAYO,ACOS,ACOS,2429
-15.3331747649|-73.9844927281,AYACUCHO,PARINACOCHAS,PULLO,PULLO,6918
-15.1484683027|-73.4496746812,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,2082
-15.1470872855|-74.1584136811,AYACUCHO,LUCANAS,SANCOS,SANCOS,5229
-14.8157595986|-73.6993401989,AYACUCHO,PARINACOCHAS,CORACORA,CORACORA,14103
-11.1488559118|-76.7728174877,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,CARAC,483
-12.3654601692|-76.0422952569,LIMA,YAUYOS,AYAVIRI,AYAVIRI,621
-12.2858369844|-76.1956994681,LIMA,YAUYOS,COCHAS,COCHAS,249
-12.2458291618|-76.1055249298,LIMA,YAUYOS,SAN JOAQUIN,SAN JOAQUIN,193
-12.1320399131|-75.9913298953,LIMA,YAUYOS,TANTA,TANTA,547
-12.1639275955|-75.7068291596,LIMA,YAUYOS,TOMAS,TOMAS,624
-12.0702891545|-77.1161377264,CALLAO,CALLAO,LA PERLA,LA PERLA,70394
-12.0474746014|-75.2542689107,JUNIN,HUANCAYO,PILCOMAYO,PILCOMAYO,21921
-12.1140157981|-75.2458530644,JUNIN,CHUPACA,TRES DE DICIEMBRE,TRES DE DICIEMBRE,2908
-11.702568503|-77.0958901385,LIMA,LIMA,ANCON,ANCON,69243
-12.0326633173|-76.8773255404,LIMA,LIMA,ATE,VITARTE,642828
-11.9916404851|-76.7669698029,LIMA,LIMA,CHACLACAYO,CHACLACAYO,46242
-12.1703036671|-76.9189970296,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,440575
-7.50279410045|-78.9623270782,CAJAMARCA,CONTUMAZA,SAN BENITO,SAN BENITO,3574
-9.15101580774|-76.8846090786,ANCASH,HUARI,PAUCAS,PAUCAS,1678
-9.3474512468|-76.9849010131,ANCASH,HUARI,PONTO,PONTO,2909
-9.46657774172|-76.9823416603,ANCASH,HUARI,SAN PEDRO DE CHANA,CHANA,2753
-9.19112698938|-76.931541229,ANCASH,HUARI,UCO,UCO,1392
-10.1738794151|-77.9186384659,ANCASH,HUARMEY,HUARMEY,HUARMEY,26659
-9.92103606297|-77.6647274401,ANCASH,HUARMEY,MALVAS,MALVAS,807
-10.1139294307|-77.0315388981,ANCASH,BOLOGNESI,HUASTA,HUASTA,1535
-9.22352581242|-77.6448838283,ANCASH,CARHUAZ,AMASHCA,AMASHCA,1578
-9.3610361697|-77.6324303027,ANCASH,CARHUAZ,ANTA,ANTA,2605
-9.46607073781|-77.8515620892,ANCASH,HUARAZ,COCHABAMBA,COCHABAMBA,1777
-9.44132971718|-77.6038385179,ANCASH,HUARAZ,JANGAS,JANGAS,5175
-9.62185234504|-77.3716444899,ANCASH,HUARAZ,OLLEROS,OLLEROS,2567
-9.64574283192|-77.9103120862,ANCASH,HUARAZ,PAMPAS GRANDE,PAMPAS GRANDE,1053
-9.52096317523|-77.6939772921,ANCASH,HUARAZ,PIRA,PIRA,3639
-9.80042156319|-77.5676294715,ANCASH,AIJA,AIJA,AIJA,2222
-11.8691442691|-75.4313806973,JUNIN,JAUJA,LEONOR ORDOÑEZ,HUANCANI,1637
-11.8384183661|-75.4376549432,JUNIN,JAUJA,MUQUI,MUQUI,1055
-11.8387402031|-75.2817782027,JUNIN,CONCEPCION,HEROINAS TOLEDO,SAN ANTONIO DE OCOPA,1042
-11.8212780889|-75.4806023835,JUNIN,JAUJA,HUARIPAMPA,HUARIPAMPA,1096
-11.8386673948|-75.3785260388,JUNIN,JAUJA,SAN LORENZO,SAN LORENZO,2753
-11.7958385958|-75.514276477,JUNIN,JAUJA,YAUYOS,YAUYOS,10177
-11.8547698559|-74.6936127391,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,SANTO DOMINGO DE ACOBAMBA,6919
-11.7475124949|-75.4990280204,JUNIN,JAUJA,PANCAN,PANCAN,1298
-11.7604504538|-75.5677471602,JUNIN,JAUJA,MARCO,MARCO,1594
-11.6200665351|-75.1413624455,JUNIN,CONCEPCION,COCHAS,COCHAS,2073
-11.5890550126|-75.1053399325,JUNIN,CONCEPCION,MARISCAL CASTILLA,MUCLLO,1509
-11.5600321448|-75.4575212209,JUNIN,JAUJA,RICRAN,RICRAN,1362
-11.4629467285|-74.6489923872,JUNIN,SATIPO,LLAYLLA,LLAYLLA,7175
-11.4085687682|-75.2310701721,JUNIN,JAUJA,MONOBAMBA,MONOBAMBA,1828
-11.7916004031|-74.3665985431,JUNIN,SATIPO,PANGOA,,63264
-11.270192423|-75.7778263808,JUNIN,TARMA,PALCAMAYO,PALCAMAYO,3763
-11.1234167312|-75.7857819665,JUNIN,TARMA,SAN PEDRO DE CAJAS,SAN PEDRO DE CAJAS,3823
-11.1980488959|-76.364850958,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,SANTA BARBARA DE CARHUACAYAN,1170
-11.7926532567|-75.4832910947,JUNIN,JAUJA,SAUSA,SAUSA,3319
-11.7189232084|-75.4893059008,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,SAN PEDRO DE CHUNAN,719
-12.6534750483|-76.6016686377,LIMA,CAÑETE,MALA,MALA,35251
-11.8161478008|-76.3794308044,LIMA,HUAROCHIRI,MATUCANA,MATUCANA,4702
-12.1565294654|-76.4569193084,LIMA,HUAROCHIRI,CUENCA,SAN JOSE DE LOS CHORRILLOS,483
-11.5611433933|-76.4436520139,LIMA,HUAROCHIRI,HUANZA,HUANZA,975
-12.0765460299|-76.7774599698,LIMA,LIMA,CIENEGUILLA,CIENEGUILLA,36780
-12.2343483538|-76.8015572686,LIMA,LIMA,LURIN,LURIN,99846
-14.9327983081|-74.545803543,AYACUCHO,LUCANAS,SANTA LUCIA,SANTA LUCIA,1401
-14.8836475949|-73.5296471582,AYACUCHO,PARINACOCHAS,UPAHUACHO,UPAHUACHO,1222
-14.7782792362|-73.164268546,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,ANISO,1876
-14.4874502905|-74.3044063544,AYACUCHO,LUCANAS,LUCANAS,LUCANAS,2944
-14.46581922|-73.9817855372,AYACUCHO,LUCANAS,CARMEN SALCEDO,ANDAMARCA,1801
-14.3621379192|-74.0775044353,AYACUCHO,LUCANAS,CABANA,CABANA,2135
-14.2499744492|-74.7662297625,AYACUCHO,LUCANAS,LARAMATE,LARAMATE,1705
-14.2913077379|-74.4942605191,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,SAN PEDRO DE PALCO,971
-14.1664029525|-74.9936623792,AYACUCHO,LUCANAS,HUAC-HUAS,HUAC-HUAS,1734
-14.0874774228|-73.6533807659,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,SANTIAGO DE PAUCARAY,583
-14.001017057|-74.559734805,AYACUCHO,HUANCA SANCOS,SANCOS,HUANCA SANCOS,3257
-13.8509548354|-73.7526061398,AYACUCHO,SUCRE,CHALCOS,CHALCOS,477
-13.8062371172|-73.8674024708,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,ACCOMARCA,873
-13.8043146482|-73.7672577386,AYACUCHO,SUCRE,BELEN,BELEN,327
-13.8120596729|-74.3034382174,AYACUCHO,HUANCA SANCOS,CARAPO,CARAPO,1881
-13.7443086601|-73.8879092505,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,HUAMBALPA,1381
-13.7160784544|-74.275716392,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,HUAMANQUIQUIA,1133
-13.8046585839|-74.0898406713,AYACUCHO,VICTOR FAJARDO,HUANCAPI,HUANCAPI,1966
-13.7394384911|-73.7820669171,AYACUCHO,VILCAS HUAMAN,CARHUANCA,CARHUANCA,828
-13.7010217856|-73.7503468314,AYACUCHO,VILCAS HUAMAN,SAURAMA,SAURAMA,1084
-13.655701443|-73.8963210615,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,VILCAS HUAMAN,6889
-13.6655360038|-74.2104506966,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,ALCAMENCA,1529
-13.652381306|-74.6431840501,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,VILCANCHOS,2499
-13.7266858821|-71.8557017954,CUSCO,PARURO,PARURO,PARURO,3562
-14.5490043269|-71.8491635586,CUSCO,CHUMBIVILCAS,VELILLE,VELILLE,8642
-15.3007847633|-71.0740422031,CUSCO,ESPINAR,CONDOROMA,CONDOROMA,949
-14.1418040619|-71.4465582306,CUSCO,CANAS,PAMPAMARCA,PAMPAMARCA,1938
-13.7553194818|-71.6724000327,CUSCO,QUISPICANCHI,HUARO,HUARO,4987
-14.9253374921|-71.3528899122,CUSCO,ESPINAR,ESPINAR,YAURI,38885
-14.757195221|-71.6353792319,CUSCO,ESPINAR,COPORAQUE,COPORAQUE,11121
-14.0553970467|-74.8922761195,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,SANTIAGO DE QUIRAHUARA,345
-14.0115592014|-75.1519738808,HUANCAVELICA,HUAYTARA,CORDOVA,CORDOVA,930
-13.9060115129|-75.0572738102,HUANCAVELICA,HUAYTARA,LARAMARCA,LARAMARCA,802
-13.5548801372|-75.311746851,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,HUAYACUNDO ARMA,409
-14.8570348626|-75.0368859494,ICA,NASCA,NASCA,NASCA,31037
-15.1424220545|-75.0693434865,ICA,NASCA,MARCONA,SAN JUAN,17914
-14.1503922339|-75.1609356056,ICA,PALPA,TIBILLO,TIBILLO,382
-14.010780416|-75.6733422537,ICA,ICA,LA TINGUIÑA,LA TINGUIÑA,45359
-14.056866274|-75.700446869,ICA,ICA,PARCONA,PARCONA,62000
-14.5107476858|-75.5152730479,ICA,ICA,SANTIAGO,SANTIAGO,31224
-13.4972931614|-73.3885773313,APURIMAC,ANDAHUAYLAS,ANDARAPA,ANDARAPA,5721
-13.4153216029|-73.6506634241,APURIMAC,CHINCHEROS,ONGOY,ONGOY,2471
-13.4751052635|-72.4455264046,CUSCO,ANTA,LIMATAMBO,LIMATAMBO,8194
-13.4846822136|-72.0936319919,CUSCO,ANTA,PUCYURA,PUCYURA,3349
-13.5109986811|-71.6311427738,CUSCO,PAUCARTAMBO,HUANCARANI,HUANCARANI,7925
-13.268722216|-71.9577770747,CUSCO,CALCA,CALCA,CALCA,23305
-13.3418924969|-72.0498099885,CUSCO,URUBAMBA,HUAYLLABAMBA,HUAYLLABAMBA,6192
-13.5019173342|-72.0423001471,CUSCO,CUSCO,POROY,POROY,2732
-13.5530041065|-71.8317561576,CUSCO,CUSCO,SAYLLA,SAYLLA,6214
-12.5071220355|-72.445070203,CUSCO,LA CONVENCION,QUELLOUNO,QUELLOUNO,15688
-12.7956971357|-72.1050860429,CUSCO,CALCA,YANATILE,QUEBRADA HONDA,10056
-12.6148820707|-73.6382239156,CUSCO,LA CONVENCION,KIMBIRI,KIMBIRI,19531
-13.6129307698|-72.2715519904,CUSCO,ANTA,CHINCHAYPUJIO,CHINCHAYPUJIO,4514
-13.5421022252|-73.8804081439,AYACUCHO,VILCAS HUAMAN,CONCEPCION,CONCEPCION,1757
-13.5997351281|-74.1100726767,AYACUCHO,CANGALLO,CANGALLO,CANGALLO,5998
-13.5680637691|-74.2756629009,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,POMABAMBA,2175
-13.4607689167|-74.7195767064,AYACUCHO,CANGALLO,PARAS,PARAS,4437
-13.0613914799|-74.1345373999,AYACUCHO,HUAMANGA,QUINUA,QUINUA,5432
-13.0531883864|-74.2326894319,AYACUCHO,HUAMANGA,PACAYCASA,PACAYCASA,3401
-13.301373188|-71.4640607317,CUSCO,PAUCARTAMBO,PAUCARTAMBO,PAUCARTAMBO,13642
-13.402415678|-71.9153273265,CUSCO,CALCA,COYA,COYA,3763
-13.6397992652|-70.9126788078,CUSCO,QUISPICANCHI,MARCAPATA,MARCAPATA,5009
-13.2721388336|-75.6885024889,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,SAN JUAN,640
-13.1536663424|-75.2913802344,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CASTROVIRREYNA,3125
-13.2147113912|-75.483404487,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,HUACHOS,897
-13.1089468571|-75.6825043542,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,HUAMATAMBO,371
-13.0655212383|-74.4306677957,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,ANTAPARCO,2462
-13.012517299|-74.4309538479,HUANCAVELICA,ANGARAES,JULCAMARCA,JULCAMARCA,1734
-12.9235699923|-74.6710838969,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,HUAYLLAY GRANDE,1090
-12.861571456|-74.5200152269,HUANCAVELICA,ACOBAMBA,POMACOCHA,POMACOCHA,2907
-12.8785731439|-74.6245409363,HUANCAVELICA,ANGARAES,CALLANMARCA,CALLANMARCA,599
-12.8628485416|-75.0086415045,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,41737
-12.8171787691|-74.8290157583,HUANCAVELICA,HUANCAVELICA,YAULI,YAULI,21579
-12.8284340584|-75.1866180115,HUANCAVELICA,HUANCAVELICA,ASCENSION,ASCENSION,16331
-12.7230618034|-74.7273884693,HUANCAVELICA,ACOBAMBA,PAUCARA,PAUCARA,11163
-12.7423267243|-74.5999403277,HUANCAVELICA,ACOBAMBA,ROSARIO,ROSARIO,5108
-12.6611878053|-74.6549277025,HUANCAVELICA,ACOBAMBA,ANDABAMBA,ANDABAMBA,3389
-12.6695814123|-74.979137146,HUANCAVELICA,HUANCAVELICA,PALCA,PALCA,1910
-12.7040921879|-75.3712733076,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,ACOBAMBILLA,2046
-12.6272857517|-75.0136089481,HUANCAVELICA,HUANCAVELICA,HUANDO,HUANDO,6445
-12.7077473511|-75.1392432576,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,OCCORO,1730
-12.5532460318|-75.0802488315,HUANCAVELICA,HUANCAVELICA,LARIA,LARIA,688
-12.4963449055|-75.0135551762,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,IZCUCHACA,855
-12.4637791677|-75.1317699926,HUANCAVELICA,HUANCAVELICA,MOYA,MOYA,923
-12.4014726904|-75.1829661304,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,HUAYLLAHUARA,593
-12.4136140933|-75.0889915053,HUANCAVELICA,HUANCAVELICA,PILCHACA,PILCHACA,467
-12.4513653722|-74.8516899757,HUANCAVELICA,TAYACAJA,PAMPAS,PAMPAS,10557
-12.4441552174|-74.9061588826,HUANCAVELICA,TAYACAJA,AHUAYCHA,AHUAYCHA,4062
-12.2215692743|-75.0262527528,HUANCAVELICA,TAYACAJA,PAZOS,PAZOS,5350
-12.7114298814|-74.4974078585,HUANCAVELICA,CHURCAMPA,EL CARMEN,PAUCARBAMBILLA,2506
-12.5691452616|-74.5261939091,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,PAUCARBAMBA,4621
-12.7878914468|-74.4100038501,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,MAYOCC,735
-12.6073440212|-74.4002347716,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,SAN PEDRO DE CORIS,3507
-12.7173561993|-74.45471843,HUANCAVELICA,CHURCAMPA,LOCROJA,LOCROJA,3437
-13.3115867341|-76.1674329287,ICA,CHINCHA,GROCIO PRADO,SAN PEDRO,28948
-13.224714009|-75.814320586,ICA,CHINCHA,SAN JUAN DE YANAC,SAN JUAN DE YANAC,1391
-13.0786168993|-75.7283693941,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,SAN PEDRO DE HUACARPANA,1103
-13.4603423724|-76.1834154467,ICA,CHINCHA,TAMBO DE MORA,TAMBO DE MORA,6557
-12.1801997636|-75.100514813,JUNIN,HUANCAYO,PUCARA,PUCARA,5165
-11.9288009765|-75.3517500644,JUNIN,CONCEPCION,MITO,MITO,1494
-11.9374098094|-75.2863739745,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,SAN JERONIMO DE TUNAN,12613
-11.8822453887|-75.1661565118,JUNIN,HUANCAYO,QUILCAS,QUILCAS,4138
-12.3142306098|-75.1912342313,JUNIN,HUANCAYO,COLCA,COLCA,1082
-12.160532417|-75.2276761357,JUNIN,HUANCAYO,VIQUES,VIQUES,2819
-12.1344100401|-75.2220665567,JUNIN,HUANCAYO,HUAYUCACHI,HUAYUCACHI,10580
-12.2536887649|-75.4738053763,JUNIN,CHUPACA,YANACANCHA,YANACANCHA,2802
-12.1193467845|-75.3015957129,JUNIN,CHUPACA,SAN JUAN DE ISCOS,ISCOS,2378
-12.0790510528|-75.1831548191,JUNIN,HUANCAYO,CHILCA,CHILCA,98055
-12.0762533674|-75.5726811876,JUNIN,CONCEPCION,SAN JOSE DE QUERO,SAN JOSE DE QUERO,5997
-12.0796255454|-75.2487673625,JUNIN,CHUPACA,HUAMANCACA CHICO,HUAMANCACA CHICO,9686
-6.56905877437|-77.8924768331,AMAZONAS,LUYA,SANTO TOMAS,SANTO TOMAS,3216
-6.62697256825|-78.0153739435,AMAZONAS,LUYA,COCABAMBA,COCABAMBA,2149
-6.50359392358|-77.7843966061,AMAZONAS,CHACHAPOYAS,LA JALCA,LA JALCA,4364
-6.47474539407|-78.0862817855,AMAZONAS,LUYA,PISUQUIA,YOMBLON,5278
-6.48274351511|-77.8917562468,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,SAN JUAN DE LOPECANCHA,434
-6.49656478679|-77.9607965311,AMAZONAS,LUYA,MARIA,MARIA,784
-6.35104432661|-77.5660897365,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,LONGAR,1689
-6.40540738523|-77.3544311786,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,OMIA,9770
-6.345784379|-78.1639927721,AMAZONAS,LUYA,OCUMAL,COLLONCE,3817
-6.24810219648|-78.0285675775,AMAZONAS,LUYA,INGUILPATA,INGUILPATA,488
-6.29166405892|-77.4851147873,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,MARISCAL BENAVIDES,1547
-6.24774300433|-77.8564880125,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,CHACHAPOYAS,36834
-6.15646600272|-77.9811346338,AMAZONAS,LUYA,TRITA,TRITA,1447
-6.22180623098|-78.2168579927,AMAZONAS,LUYA,OCALLI,OCALLI,3969
-6.21244106241|-77.6072531741,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOLINOPAMPA,2365
-6.11987991057|-77.9435589526,AMAZONAS,LUYA,LAMUD,LAMUD,2359
-6.08408133588|-77.963362232,AMAZONAS,LUYA,SAN CRISTOBAL,OLTO,556
-6.0999811889|-77.5765830025,AMAZONAS,CHACHAPOYAS,GRANADA,GRANADA,496
-6.0782076986|-77.7558658801,AMAZONAS,CHACHAPOYAS,CHILIQUIN,CHILIQUIN,600
-10.863968256|-76.233232789,PASCO,PASCO,VICCO,VICCO,3572
-10.7920364838|-76.060196118,PASCO,PASCO,NINACACA,NINACACA,4111
-10.758892658|-75.7734270451,PASCO,PASCO,PAUCARTAMBO,PAUCARTAMBO,11681
-10.6434323834|-76.1942775702,PASCO,PASCO,YANACANCHA,YANACANCHA,31249
-10.4867472372|-76.4039621148,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,GOYLLARISQUIZGA,1614
-10.4221567688|-76.2514612417,PASCO,PASCO,PALLANCHACRA,PALLANCHACRA,1832
-10.4189600883|-76.4682456858,PASCO,DANIEL ALCIDES CARRION,TAPUC,TAPUC,2450
-8.42326215469|-76.8767030774,SAN MARTIN,TOCACHE,SHUNTE,TAMBO DE PAJA,1371
-7.0141380268|-76.8341702703,SAN MARTIN,HUALLAGA,PISCOYACU,PISCOYACU,4655
-6.99102390668|-76.6006081151,SAN MARTIN,BELLAVISTA,BELLAVISTA,BELLAVISTA,18470
-7.44124495679|-78.1433991817,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,LA GRAMA,2862
-13.9034964698|-73.1344839141,APURIMAC,AYMARAES,TINTAY,TINTAY,2349
-13.9621482231|-73.6030130453,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,CHACCRAMPA,1718
-14.5586108444|-72.9083883011,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,MOLLEBAMBA,1767
-14.517996586|-72.7501193708,APURIMAC,ANTABAMBA,ANTABAMBA,ANTABAMBA,2904
-14.3402711712|-72.7866883793,APURIMAC,ANTABAMBA,HUAQUIRCA,HUAQUIRCA,1953
-14.2240115801|-73.0876777877,APURIMAC,AYMARAES,POCOHUANCA,POCOHUANCA,1013
-14.4359923511|-72.523126058,APURIMAC,ANTABAMBA,OROPESA,OROPESA,2443
-14.2320039983|-72.6370454155,APURIMAC,GRAU,TURPAY,TURPAY,628
-14.2190058326|-72.9791216557,APURIMAC,ANTABAMBA,PACHACONAS,PACHACONAS,1070
-14.1578089644|-73.0352162706,APURIMAC,ANTABAMBA,EL ORO,AYAHUAY,552
